lakename,year4,daynum,sampledate,depth,depth_id,totp,tot_kjdl_n,nh34,no23,po4,tn
"Paul Lake",1995,152,1995-06-01,0.00,1,14.365,342.140,16.443,2.763,0.148,
"Paul Lake",1995,152,1995-06-01,0.95,2,8.800,,12.316,2.694,0.075,
"Paul Lake",1995,152,1995-06-01,2.00,3,9.164,351.027,14.388,1.838,0.134,
"Paul Lake",1995,152,1995-06-01,3.70,4,11.770,,12.284,1.178,0.943,
"Paul Lake",1995,152,1995-06-01,4.80,5,19.919,,7.260,1.260,2.793,
"Paul Lake",1995,152,1995-06-01,6.30,6,57.064,,7.996,2.930,7.547,
"Paul Lake",1995,152,1995-06-01,12.00,7,56.448,1129.700,355.340,2.629,7.286,
"Paul Lake",1995,159,1995-06-08,0.00,1,1.222,307.812,8.879,4.075,3.657,
"Paul Lake",1995,159,1995-06-08,0.80,2,5.258,,9.424,3.305,0.837,
"Paul Lake",1995,159,1995-06-08,1.80,3,2.593,,8.420,3.129,2.701,
"Paul Lake",1995,159,1995-06-08,3.00,4,6.347,522.186,4.989,2.255,2.865,
"Paul Lake",1995,159,1995-06-08,4.40,5,15.261,,4.478,2.250,5.473,
"Paul Lake",1995,159,1995-06-08,5.90,6,27.368,,2.906,2.731,4.680,
"Paul Lake",1995,159,1995-06-08,12.00,7,48.957,1349.568,540.224,5.242,19.405,
"Paul Lake",1995,166,1995-06-15,0.00,1,6.448,338.845,9.692,1.843,1.220,
"Paul Lake",1995,166,1995-06-15,0.80,2,6.922,,10.330,3.309,,
"Paul Lake",1995,166,1995-06-15,1.65,3,6.511,,8.786,1.988,0.543,
"Paul Lake",1995,166,1995-06-15,3.00,4,8.695,336.311,5.329,1.847,0.441,
"Paul Lake",1995,166,1995-06-15,4.20,5,8.524,,3.906,0.678,0.533,
"Paul Lake",1995,166,1995-06-15,6.10,6,37.797,,0.705,1.912,3.943,
"Paul Lake",1995,166,1995-06-15,12.00,7,48.968,1253.453,425.091,5.322,10.757,
"Paul Lake",1995,173,1995-06-22,0.00,1,5.567,324.447,12.210,0.539,1.858,
"Paul Lake",1995,173,1995-06-22,0.60,2,6.114,,5.905,2.414,2.192,
"Paul Lake",1995,173,1995-06-22,1.50,3,7.947,,0.812,2.303,1.414,
"Paul Lake",1995,173,1995-06-22,2.90,4,11.476,309.488,10.759,2.679,2.196,
"Paul Lake",1995,173,1995-06-22,3.90,5,8.663,,8.191,3.318,1.209,
"Paul Lake",1995,173,1995-06-22,6.00,6,43.807,,18.058,2.855,1.772,
"Paul Lake",1995,173,1995-06-22,12.00,7,47.279,1183.078,289.537,3.945,4.166,
"Paul Lake",1995,180,1995-06-29,0.00,1,10.353,422.260,21.643,5.331,0.736,
"Paul Lake",1995,180,1995-06-29,0.80,2,12.258,,17.583,3.877,1.214,
"Paul Lake",1995,180,1995-06-29,1.60,3,8.162,,19.223,4.039,0.961,
"Paul Lake",1995,180,1995-06-29,3.10,4,9.754,324.382,3.479,2.511,1.343,
"Paul Lake",1995,180,1995-06-29,4.30,5,13.442,,3.702,1.384,0.678,
"Paul Lake",1995,180,1995-06-29,6.20,6,32.875,,5.162,1.733,2.464,
"Paul Lake",1995,180,1995-06-29,12.00,7,44.900,904.490,209.851,4.629,2.039,
"Paul Lake",1995,187,1995-07-06,0.00,1,10.420,335.737,26.361,6.323,2.873,
"Paul Lake",1995,187,1995-07-06,0.55,2,9.609,,20.368,4.979,1.119,
"Paul Lake",1995,187,1995-07-06,1.50,3,10.891,,20.250,4.092,0.675,
"Paul Lake",1995,187,1995-07-06,2.85,4,20.364,,14.195,2.636,0.810,
"Paul Lake",1995,187,1995-07-06,4.20,5,10.253,320.702,10.113,2.244,0.512,
"Paul Lake",1995,187,1995-07-06,6.20,6,29.818,,5.947,1.663,2.323,
"Paul Lake",1995,187,1995-07-06,12.00,7,82.052,1179.360,329.544,4.021,3.738,
"Paul Lake",1995,194,1995-07-13,0.00,1,10.444,379.554,16.969,5.912,0.460,
"Paul Lake",1995,194,1995-07-13,0.80,2,10.186,,15.726,5.603,1.390,
"Paul Lake",1995,194,1995-07-13,1.70,3,7.741,,10.152,2.056,1.295,
"Paul Lake",1995,194,1995-07-13,2.90,4,8.410,,13.186,2.558,0.833,
"Paul Lake",1995,194,1995-07-13,4.10,5,9.134,278.362,12.132,1.183,0.000,
"Paul Lake",1995,194,1995-07-13,6.10,6,38.871,,9.936,2.156,2.069,
"Paul Lake",1995,194,1995-07-13,12.00,7,60.510,1231.281,518.949,4.559,16.913,
"Paul Lake",1995,201,1995-07-20,0.00,1,8.151,306.801,17.282,6.119,1.480,
"Paul Lake",1995,201,1995-07-20,0.70,2,7.053,,18.132,6.033,3.067,
"Paul Lake",1995,201,1995-07-20,1.50,3,9.970,,18.416,6.735,2.879,
"Paul Lake",1995,201,1995-07-20,2.75,4,6.267,306.709,23.878,5.887,3.625,
"Paul Lake",1995,201,1995-07-20,5.00,5,13.151,,3.952,2.099,2.139,
"Paul Lake",1995,201,1995-07-20,6.20,6,29.283,,3.416,2.502,2.763,
"Paul Lake",1995,201,1995-07-20,12.00,7,50.909,1193.842,397.898,3.554,15.143,
"Paul Lake",1995,208,1995-07-27,0.00,1,10.728,325.446,10.387,0.631,1.656,
"Paul Lake",1995,208,1995-07-27,0.70,2,11.300,,8.505,0.423,2.013,
"Paul Lake",1995,208,1995-07-27,1.50,3,7.092,,7.133,0.287,2.136,
"Paul Lake",1995,208,1995-07-27,2.70,4,10.326,,7.484,0.814,1.913,
"Paul Lake",1995,208,1995-07-27,3.50,5,10.739,589.204,9.945,0.298,0.863,
"Paul Lake",1995,208,1995-07-27,5.80,6,18.375,,9.628,1.238,2.143,
"Paul Lake",1995,208,1995-07-27,12.00,7,59.939,1431.485,522.213,1.667,12.632,
"Paul Lake",1995,215,1995-08-03,0.00,1,10.973,419.592,13.018,0.923,1.321,
"Paul Lake",1995,215,1995-08-03,0.75,2,9.416,,12.146,1.120,0.462,
"Paul Lake",1995,215,1995-08-03,1.50,3,8.855,,10.650,1.110,1.597,
"Paul Lake",1995,215,1995-08-03,2.90,4,10.711,,10.000,4.262,1.580,
"Paul Lake",1995,215,1995-08-03,4.00,5,12.446,315.613,6.824,1.183,1.232,
"Paul Lake",1995,215,1995-08-03,6.30,6,42.061,,1.020,1.937,3.104,
"Paul Lake",1995,215,1995-08-03,12.00,7,62.230,1440.479,533.351,2.751,11.739,
"Paul Lake",1995,222,1995-08-10,0.00,1,10.538,431.447,10.487,1.257,1.263,
"Paul Lake",1995,222,1995-08-10,0.80,2,13.153,,5.821,1.240,0.588,
"Paul Lake",1995,222,1995-08-10,1.70,3,10.027,,6.933,1.410,0.198,
"Paul Lake",1995,222,1995-08-10,2.90,4,10.708,,4.388,1.312,0.676,
"Paul Lake",1995,222,1995-08-10,3.60,5,14.776,359.491,0.048,2.449,1.507,
"Paul Lake",1995,222,1995-08-10,5.70,6,23.387,,0.128,1.804,2.218,
"Paul Lake",1995,222,1995-08-10,12.00,7,56.778,1003.838,140.986,2.866,1.044,
"Paul Lake",1995,229,1995-08-17,0.00,1,8.368,331.686,3.664,2.458,1.690,
"Paul Lake",1995,229,1995-08-17,0.75,2,6.717,,4.104,1.957,2.116,
"Paul Lake",1995,229,1995-08-17,1.50,3,7.675,,3.220,0.937,1.022,
"Paul Lake",1995,229,1995-08-17,2.90,4,9.303,,6.672,2.639,1.799,
"Paul Lake",1995,229,1995-08-17,3.85,5,10.735,341.320,6.147,1.340,1.303,
"Paul Lake",1995,229,1995-08-17,5.90,6,28.323,,5.144,1.948,2.968,
"Paul Lake",1995,229,1995-08-17,12.00,7,49.634,917.778,120.488,2.707,3.925,
"Paul Lake",1995,236,1995-08-24,0.00,1,9.231,381.551,7.465,2.005,2.126,
"Paul Lake",1995,236,1995-08-24,0.70,2,8.160,,6.012,1.380,0.662,
"Paul Lake",1995,236,1995-08-24,1.50,3,8.516,,5.521,2.246,1.521,
"Paul Lake",1995,236,1995-08-24,2.70,4,9.076,,6.736,2.624,1.415,
"Paul Lake",1995,236,1995-08-24,3.90,5,13.527,392.005,7.765,2.511,1.523,
"Paul Lake",1995,236,1995-08-24,5.90,6,17.018,,4.600,1.906,2.223,
"Paul Lake",1995,236,1995-08-24,12.00,7,64.237,1705.656,674.381,6.617,15.684,
"Paul Lake",1995,243,1995-08-31,0.00,1,8.045,,,,,
"Paul Lake",1995,243,1995-08-31,0.90,2,5.579,,,,,
"Paul Lake",1995,243,1995-08-31,1.80,3,7.157,,,,,
"Paul Lake",1995,243,1995-08-31,3.00,4,12.570,,,,,
"Paul Lake",1995,243,1995-08-31,4.00,5,7.554,,,,,
"Paul Lake",1995,243,1995-08-31,6.00,6,15.181,,,,,
"Paul Lake",1995,243,1995-08-31,12.00,7,49.865,,,,,
"Paul Lake",1995,248,1995-09-05,0.00,1,8.944,,,,,
"Paul Lake",1995,248,1995-09-05,1.00,2,10.435,,,,,
"Paul Lake",1995,248,1995-09-05,2.00,3,11.247,,,,,
"Paul Lake",1995,248,1995-09-05,3.30,4,15.147,,,,,
"Paul Lake",1995,248,1995-09-05,4.40,5,35.081,,,,,
"Paul Lake",1995,248,1995-09-05,6.35,6,28.224,,,,,
"Paul Lake",1995,248,1995-09-05,12.00,7,71.798,,,,,
"Paul Lake",1996,148,1996-05-27,0.00,1,13.689,244.870,6.768,2.193,5.723,
"Paul Lake",1996,148,1996-05-27,0.85,2,15.901,244.870,6.768,2.193,5.723,
"Paul Lake",1996,148,1996-05-27,1.90,3,25.439,244.870,6.768,2.193,5.723,
"Paul Lake",1996,148,1996-05-27,3.00,4,18.343,,,,,
"Paul Lake",1996,148,1996-05-27,3.40,5,72.041,,,,,
"Paul Lake",1996,148,1996-05-27,5.00,6,30.443,,,,,
"Paul Lake",1996,148,1996-05-27,9.00,7,98.471,1211.905,720.730,4.436,33.185,
"Paul Lake",1996,155,1996-06-03,0.00,1,,368.195,,12.546,10.698,
"Paul Lake",1996,155,1996-06-03,0.75,2,9.451,368.195,,12.546,10.698,
"Paul Lake",1996,155,1996-06-03,1.70,3,10.001,368.195,,12.546,10.698,
"Paul Lake",1996,155,1996-06-03,3.30,4,27.987,,,,,
"Paul Lake",1996,155,1996-06-03,4.10,5,26.063,,,,,
"Paul Lake",1996,155,1996-06-03,5.40,6,24.078,,,,,
"Paul Lake",1996,155,1996-06-03,9.00,7,71.066,1368.326,,4.574,373.836,
"Paul Lake",1996,162,1996-06-10,0.00,1,10.359,261.827,,,,
"Paul Lake",1996,162,1996-06-10,0.65,2,10.736,261.827,,,,
"Paul Lake",1996,162,1996-06-10,1.60,3,7.502,261.827,,,,
"Paul Lake",1996,162,1996-06-10,3.10,4,16.235,,,,,
"Paul Lake",1996,162,1996-06-10,4.00,5,17.232,,,,,
"Paul Lake",1996,162,1996-06-10,5.30,6,37.699,,,,,
"Paul Lake",1996,162,1996-06-10,9.00,7,61.703,1386.454,,,,
"Paul Lake",1996,169,1996-06-17,0.00,1,13.373,,,,2.022,
"Paul Lake",1996,169,1996-06-17,0.85,2,10.975,,,,1.376,
"Paul Lake",1996,169,1996-06-17,1.85,3,11.562,,,,3.159,
"Paul Lake",1996,169,1996-06-17,3.40,4,10.600,,,,,
"Paul Lake",1996,169,1996-06-17,4.30,5,29.609,,,,,
"Paul Lake",1996,169,1996-06-17,5.70,6,38.017,,,,,
"Paul Lake",1996,169,1996-06-17,9.00,7,69.766,,,,28.239,
"Paul Lake",1996,176,1996-06-24,0.00,1,7.583,391.882,7.141,7.825,3.468,
"Paul Lake",1996,176,1996-06-24,0.80,2,11.461,391.882,7.141,7.825,2.132,
"Paul Lake",1996,176,1996-06-24,1.90,3,7.795,391.882,7.141,7.825,1.819,
"Paul Lake",1996,176,1996-06-24,3.40,4,12.445,,,,,
"Paul Lake",1996,176,1996-06-24,4.50,5,15.685,,,,,
"Paul Lake",1996,176,1996-06-24,6.00,6,45.246,,,,,
"Paul Lake",1996,176,1996-06-24,9.00,7,70.370,1447.316,751.383,4.310,25.207,
"Paul Lake",1996,183,1996-07-01,0.00,1,9.239,,,,,
"Paul Lake",1996,183,1996-07-01,0.85,2,14.470,,,,,
"Paul Lake",1996,183,1996-07-01,1.80,3,10.379,,,,,
"Paul Lake",1996,183,1996-07-01,3.10,4,11.508,,,,,
"Paul Lake",1996,183,1996-07-01,4.00,5,11.409,,,,,
"Paul Lake",1996,183,1996-07-01,5.30,6,28.109,,,,,
"Paul Lake",1996,183,1996-07-01,9.00,7,64.943,,,,,
"Paul Lake",1996,190,1996-07-08,0.00,1,7.753,,,,,
"Paul Lake",1996,190,1996-07-08,0.75,2,10.902,,,,,
"Paul Lake",1996,190,1996-07-08,1.70,3,8.792,,,,,
"Paul Lake",1996,190,1996-07-08,3.00,4,14.750,,,,,
"Paul Lake",1996,190,1996-07-08,4.00,5,10.721,,,,,
"Paul Lake",1996,190,1996-07-08,6.00,6,36.162,,,,,
"Paul Lake",1996,190,1996-07-08,9.00,7,72.529,,,,,
"Paul Lake",1996,197,1996-07-15,0.00,1,7.652,,,,,
"Paul Lake",1996,197,1996-07-15,0.75,2,9.371,,,,,
"Paul Lake",1996,197,1996-07-15,1.60,3,7.471,,,,,
"Paul Lake",1996,197,1996-07-15,3.00,4,9.366,,,,,
"Paul Lake",1996,197,1996-07-15,4.10,5,19.068,,,,,
"Paul Lake",1996,197,1996-07-15,5.90,6,24.923,,,,,
"Paul Lake",1996,197,1996-07-15,9.00,7,51.931,,,,,
"Paul Lake",1996,204,1996-07-22,0.00,1,7.967,351.499,8.329,2.906,0.687,
"Paul Lake",1996,204,1996-07-22,0.90,2,8.539,351.499,8.329,2.906,0.687,
"Paul Lake",1996,204,1996-07-22,1.80,3,8.319,351.499,8.329,2.906,0.687,
"Paul Lake",1996,204,1996-07-22,3.10,4,9.908,,,,,
"Paul Lake",1996,204,1996-07-22,3.90,5,9.806,,,,,
"Paul Lake",1996,204,1996-07-22,5.70,6,16.662,,,,,
"Paul Lake",1996,204,1996-07-22,9.00,7,55.827,1309.560,774.587,4.298,20.650,
"Paul Lake",1996,211,1996-07-29,0.00,1,9.931,,,,,
"Paul Lake",1996,211,1996-07-29,0.70,2,9.377,,,,,
"Paul Lake",1996,211,1996-07-29,1.50,3,8.733,,,,,
"Paul Lake",1996,211,1996-07-29,2.80,4,8.071,,,,,
"Paul Lake",1996,211,1996-07-29,3.90,5,11.499,,,,,
"Paul Lake",1996,211,1996-07-29,6.00,6,16.281,,,,,
"Paul Lake",1996,211,1996-07-29,9.00,7,43.612,,,,,
"Paul Lake",1996,218,1996-08-05,0.00,1,9.398,,,,,
"Paul Lake",1996,218,1996-08-05,0.80,2,11.665,,,,,
"Paul Lake",1996,218,1996-08-05,1.80,3,10.491,,,,,
"Paul Lake",1996,218,1996-08-05,2.90,4,11.293,,,,,
"Paul Lake",1996,218,1996-08-05,3.90,5,7.609,,,,,
"Paul Lake",1996,218,1996-08-05,5.90,6,17.338,,,,,
"Paul Lake",1996,218,1996-08-05,9.00,7,48.545,,,,,
"Paul Lake",1996,225,1996-08-12,0.00,1,5.879,,,,,
"Paul Lake",1996,225,1996-08-12,0.65,2,11.549,,,,,
"Paul Lake",1996,225,1996-08-12,1.60,3,5.098,,,,,
"Paul Lake",1996,225,1996-08-12,2.90,4,10.060,,,,,
"Paul Lake",1996,225,1996-08-12,3.75,5,8.053,,,,,
"Paul Lake",1996,225,1996-08-12,5.60,6,10.820,,,,,
"Paul Lake",1996,225,1996-08-12,9.00,7,43.302,,,,,
"Paul Lake",1996,232,1996-08-19,0.00,1,9.933,219.406,,13.057,0.744,
"Paul Lake",1996,232,1996-08-19,0.75,2,8.447,219.406,,13.057,1.167,
"Paul Lake",1996,232,1996-08-19,1.55,3,5.334,219.406,,13.057,1.651,
"Paul Lake",1996,232,1996-08-19,3.00,4,11.058,,,,,
"Paul Lake",1996,232,1996-08-19,3.90,5,9.676,,,,,
"Paul Lake",1996,232,1996-08-19,6.10,6,28.912,,,,,
"Paul Lake",1996,232,1996-08-19,9.00,7,62.121,1464.136,,4.763,21.713,
"Paul Lake",1996,239,1996-08-26,0.00,1,9.706,,,,,
"Paul Lake",1996,239,1996-08-26,0.65,2,9.769,,,,,
"Paul Lake",1996,239,1996-08-26,1.50,3,6.429,,,,,
"Paul Lake",1996,239,1996-08-26,2.70,4,17.837,,,,,
"Paul Lake",1996,239,1996-08-26,3.60,5,9.832,,,,,
"Paul Lake",1996,239,1996-08-26,5.40,6,17.645,,,,,
"Paul Lake",1996,239,1996-08-26,9.00,7,30.124,,,,,
"Paul Lake",1996,246,1996-09-02,0.00,1,6.592,,,,,
"Paul Lake",1996,246,1996-09-02,0.80,2,10.703,,,,,
"Paul Lake",1996,246,1996-09-02,1.80,3,9.523,,,,,
"Paul Lake",1996,246,1996-09-02,3.20,4,,,,,,
"Paul Lake",1996,246,1996-09-02,4.10,5,10.187,,,,,
"Paul Lake",1996,246,1996-09-02,6.10,6,28.509,,,,,
"Paul Lake",1996,246,1996-09-02,9.00,7,40.586,,,,,
"Paul Lake",1997,146,1997-05-26,0.00,1,13.570,412.409,34.550,15.485,3.077,
"Paul Lake",1997,146,1997-05-26,0.80,2,7.402,377.394,17.569,13.849,3.020,
"Paul Lake",1997,146,1997-05-26,1.80,3,10.714,415.400,22.194,13.061,1.164,
"Paul Lake",1997,146,1997-05-26,3.00,4,7.647,385.830,,,,
"Paul Lake",1997,146,1997-05-26,4.00,5,13.464,,,,,
"Paul Lake",1997,146,1997-05-26,5.50,6,13.699,,,,,
"Paul Lake",1997,146,1997-05-26,9.00,7,39.725,916.174,356.819,10.333,11.200,
"Paul Lake",1997,153,1997-06-02,0.00,1,6.907,,,,,
"Paul Lake",1997,153,1997-06-02,0.86,2,8.380,,,,,
"Paul Lake",1997,153,1997-06-02,1.90,3,7.705,,,,,
"Paul Lake",1997,153,1997-06-02,3.30,4,7.481,,,,,
"Paul Lake",1997,153,1997-06-02,4.30,5,9.275,,,,,
"Paul Lake",1997,153,1997-06-02,5.85,6,15.906,,,,,
"Paul Lake",1997,153,1997-06-02,9.00,7,45.249,,,,,
"Paul Lake",1997,160,1997-06-09,0.00,1,6.312,,,,,
"Paul Lake",1997,160,1997-06-09,0.82,2,6.180,,,,,
"Paul Lake",1997,160,1997-06-09,1.75,3,5.615,,,,,
"Paul Lake",1997,160,1997-06-09,3.13,4,4.936,,,,,
"Paul Lake",1997,160,1997-06-09,4.20,5,8.603,,,,,
"Paul Lake",1997,160,1997-06-09,5.80,6,13.226,,,,,
"Paul Lake",1997,160,1997-06-09,9.00,7,25.390,,,,,
"Paul Lake",1997,167,1997-06-16,0.00,1,17.557,,,,,
"Paul Lake",1997,167,1997-06-16,0.65,2,10.857,,,,,
"Paul Lake",1997,167,1997-06-16,1.43,3,8.831,,,,,
"Paul Lake",1997,167,1997-06-16,3.00,4,10.776,,,,,
"Paul Lake",1997,167,1997-06-16,4.30,5,10.849,,,,,
"Paul Lake",1997,167,1997-06-16,6.00,6,35.999,,,,,
"Paul Lake",1997,167,1997-06-16,9.00,7,41.520,,,,,
"Paul Lake",1997,174,1997-06-23,0.00,1,9.206,477.193,16.580,0.839,1.975,
"Paul Lake",1997,174,1997-06-23,0.80,2,10.134,477.193,16.222,0.872,2.144,
"Paul Lake",1997,174,1997-06-23,1.60,3,7.001,477.193,19.068,0.368,1.898,
"Paul Lake",1997,174,1997-06-23,3.30,4,8.311,,,,,
"Paul Lake",1997,174,1997-06-23,4.40,5,11.581,,,,,
"Paul Lake",1997,174,1997-06-23,6.30,6,57.043,,,,,
"Paul Lake",1997,174,1997-06-23,9.00,7,40.230,1041.220,383.759,2.050,11.942,
"Paul Lake",1997,181,1997-06-30,0.00,1,8.489,,,,,
"Paul Lake",1997,181,1997-06-30,0.70,2,11.502,,,,,
"Paul Lake",1997,181,1997-06-30,1.50,3,8.210,,,,,
"Paul Lake",1997,181,1997-06-30,3.00,4,18.308,,,,,
"Paul Lake",1997,181,1997-06-30,4.30,5,18.900,,,,,
"Paul Lake",1997,181,1997-06-30,6.40,6,44.936,,,,,
"Paul Lake",1997,181,1997-06-30,9.00,7,50.102,,,,,
"Paul Lake",1997,188,1997-07-07,0.00,1,7.778,,,,,
"Paul Lake",1997,188,1997-07-07,0.80,2,9.790,,,,,
"Paul Lake",1997,188,1997-07-07,1.60,3,11.122,,,,,
"Paul Lake",1997,188,1997-07-07,2.80,4,9.307,,,,,
"Paul Lake",1997,188,1997-07-07,3.80,5,12.333,,,,,
"Paul Lake",1997,188,1997-07-07,5.80,6,20.241,,,,,
"Paul Lake",1997,188,1997-07-07,9.00,7,44.023,,,,,
"Paul Lake",1997,195,1997-07-14,0.00,1,9.190,,,,,
"Paul Lake",1997,195,1997-07-14,0.85,2,8.544,,,,,
"Paul Lake",1997,195,1997-07-14,1.82,3,8.007,,,,,
"Paul Lake",1997,195,1997-07-14,3.20,4,8.455,,,,,
"Paul Lake",1997,195,1997-07-14,4.40,5,12.700,,,,,
"Paul Lake",1997,195,1997-07-14,6.30,6,20.089,,,,,
"Paul Lake",1997,195,1997-07-14,9.00,7,64.745,,,,,
"Paul Lake",1997,202,1997-07-21,0.00,1,9.420,374.651,13.505,2.448,2.011,
"Paul Lake",1997,202,1997-07-21,0.72,2,6.838,374.651,11.188,2.119,6.890,
"Paul Lake",1997,202,1997-07-21,1.60,3,6.505,374.651,13.558,3.975,3.881,
"Paul Lake",1997,202,1997-07-21,3.20,4,7.395,,,,,
"Paul Lake",1997,202,1997-07-21,4.35,5,17.533,,,,,
"Paul Lake",1997,202,1997-07-21,6.40,6,26.170,,,,,
"Paul Lake",1997,202,1997-07-21,9.00,7,48.439,1284.285,322.888,4.649,6.474,
"Paul Lake",1997,209,1997-07-28,0.00,1,12.789,,,,,
"Paul Lake",1997,209,1997-07-28,0.75,2,11.954,,,,,
"Paul Lake",1997,209,1997-07-28,1.60,3,12.491,,,,,
"Paul Lake",1997,209,1997-07-28,2.90,4,12.268,,,,,
"Paul Lake",1997,209,1997-07-28,3.80,5,13.926,,,,,
"Paul Lake",1997,209,1997-07-28,5.90,6,21.777,,,,,
"Paul Lake",1997,209,1997-07-28,9.00,7,56.778,,,,,
"Paul Lake",1997,216,1997-08-04,0.00,1,8.044,,,,,
"Paul Lake",1997,216,1997-08-04,0.75,2,6.077,,,,,
"Paul Lake",1997,216,1997-08-04,1.70,3,6.229,,,,,
"Paul Lake",1997,216,1997-08-04,3.00,4,8.923,,,,,
"Paul Lake",1997,216,1997-08-04,4.40,5,6.893,,,,,
"Paul Lake",1997,216,1997-08-04,6.60,6,16.120,,,,,
"Paul Lake",1997,216,1997-08-04,9.00,7,48.303,,,,,
"Paul Lake",1997,223,1997-08-11,0.00,1,8.240,,,,,
"Paul Lake",1997,223,1997-08-11,0.75,2,12.275,,,,,
"Paul Lake",1997,223,1997-08-11,1.70,3,8.312,,,,,
"Paul Lake",1997,223,1997-08-11,2.90,4,11.027,,,,,
"Paul Lake",1997,223,1997-08-11,3.90,5,8.565,,,,,
"Paul Lake",1997,223,1997-08-11,6.10,6,15.576,,,,,
"Paul Lake",1997,223,1997-08-11,9.00,7,53.558,,,,,
"Paul Lake",1997,230,1997-08-18,0.00,1,13.873,360.280,10.344,11.250,0.000,
"Paul Lake",1997,230,1997-08-18,0.75,2,10.008,360.280,17.208,4.131,3.196,
"Paul Lake",1997,230,1997-08-18,1.60,3,10.962,360.280,,3.913,1.830,
"Paul Lake",1997,230,1997-08-18,2.90,4,16.037,,,,,
"Paul Lake",1997,230,1997-08-18,3.80,5,13.077,,,,,
"Paul Lake",1997,230,1997-08-18,5.90,6,18.199,,,,,
"Paul Lake",1997,230,1997-08-18,9.00,7,58.408,1535.699,628.341,11.860,35.447,
"Paul Lake",1997,237,1997-08-25,0.00,1,13.697,,,,,
"Paul Lake",1997,237,1997-08-25,0.72,2,16.303,,,,,
"Paul Lake",1997,237,1997-08-25,1.60,3,10.713,,,,,
"Paul Lake",1997,237,1997-08-25,3.00,4,11.853,,,,,
"Paul Lake",1997,237,1997-08-25,4.10,5,9.641,,,,,
"Paul Lake",1997,237,1997-08-25,6.40,6,14.005,,,,,
"Paul Lake",1997,237,1997-08-25,9.00,7,67.193,,,,,
"Paul Lake",1997,244,1997-09-01,0.00,1,7.419,,,,,
"Paul Lake",1997,244,1997-09-01,0.80,2,9.934,,,,,
"Paul Lake",1997,244,1997-09-01,2.80,3,11.631,,,,,
"Paul Lake",1997,244,1997-09-01,3.50,4,11.383,,,,,
"Paul Lake",1997,244,1997-09-01,4.60,5,13.242,,,,,
"Paul Lake",1997,244,1997-09-01,6.60,6,30.119,,,,,
"Paul Lake",1997,244,1997-09-01,9.00,7,58.582,,,,,
"Paul Lake",1998,145,1998-05-25,0.00,1,7.743,473.371,24.666,4.178,4.122,
"Paul Lake",1998,145,1998-05-25,0.80,2,8.778,473.371,18.258,2.655,3.752,
"Paul Lake",1998,145,1998-05-25,1.50,3,5.063,473.371,15.778,2.091,5.148,
"Paul Lake",1998,145,1998-05-25,2.80,4,6.533,,,,,
"Paul Lake",1998,145,1998-05-25,3.80,5,6.561,,,,,
"Paul Lake",1998,145,1998-05-25,4.60,6,22.217,,,,,
"Paul Lake",1998,145,1998-05-25,9.00,7,25.074,639.637,17.969,12.439,4.687,
"Paul Lake",1998,152,1998-06-01,0.00,1,13.105,,,,,
"Paul Lake",1998,152,1998-06-01,0.50,2,11.161,,,,,
"Paul Lake",1998,152,1998-06-01,1.20,3,8.051,,,,,
"Paul Lake",1998,152,1998-06-01,2.40,4,7.701,,,,,
"Paul Lake",1998,152,1998-06-01,3.40,5,9.168,,,,,
"Paul Lake",1998,152,1998-06-01,4.50,6,23.972,,,,,
"Paul Lake",1998,152,1998-06-01,9.00,7,34.886,,,,,
"Paul Lake",1998,159,1998-06-08,0.00,1,10.723,,,,,
"Paul Lake",1998,159,1998-06-08,0.75,2,11.690,,,,,
"Paul Lake",1998,159,1998-06-08,1.50,3,15.156,,,,,
"Paul Lake",1998,159,1998-06-08,2.70,4,11.779,,,,,
"Paul Lake",1998,159,1998-06-08,3.50,5,10.859,,,,,
"Paul Lake",1998,159,1998-06-08,4.80,6,52.198,,,,,
"Paul Lake",1998,159,1998-06-08,9.00,7,35.325,,,,,
"Paul Lake",1998,166,1998-06-15,0.00,1,4.986,,,,,
"Paul Lake",1998,166,1998-06-15,0.80,2,3.953,,,,,
"Paul Lake",1998,166,1998-06-15,1.60,3,5.729,,,,,
"Paul Lake",1998,166,1998-06-15,2.80,4,6.576,,,,,
"Paul Lake",1998,166,1998-06-15,3.60,5,6.948,,,,,
"Paul Lake",1998,166,1998-06-15,4.90,6,17.807,,,,,
"Paul Lake",1998,166,1998-06-15,9.00,7,32.777,,,,,
"Paul Lake",1998,173,1998-06-22,0.00,1,5.564,628.625,15.343,2.425,2.962,
"Paul Lake",1998,173,1998-06-22,0.70,2,6.623,628.625,12.740,2.082,2.008,
"Paul Lake",1998,173,1998-06-22,1.20,3,3.991,628.625,11.554,1.561,3.334,
"Paul Lake",1998,173,1998-06-22,2.70,4,6.186,,,,,
"Paul Lake",1998,173,1998-06-22,3.50,5,6.142,,,,,
"Paul Lake",1998,173,1998-06-22,4.90,6,21.901,,,,,
"Paul Lake",1998,173,1998-06-22,9.00,7,29.369,823.915,107.265,3.564,4.251,
"Paul Lake",1998,180,1998-06-29,0.00,1,11.781,,,,,
"Paul Lake",1998,180,1998-06-29,0.70,2,12.463,,,,,
"Paul Lake",1998,180,1998-06-29,1.50,3,14.508,,,,,
"Paul Lake",1998,180,1998-06-29,2.80,4,8.020,,,,,
"Paul Lake",1998,180,1998-06-29,3.50,5,4.432,,,,,
"Paul Lake",1998,180,1998-06-29,5.00,6,61.488,,,,,
