lakeid,year4,daynum,sampledate,depth,rep,sta,wtemp,o2,o2sat,cond,deck,light,frlight,chlor,phaeo,flagwtemp,flago2,flago2sat,flagcond,flagdeck,flaglight,flagfrlight,flagchlor,flagphaeo
"LR",1985,79,1985-03-20,7.000,1,1,3.900,3.400,27.500,,1290,5.600,0.050,,,,,,,,,,,
"LR",1985,79,1985-03-20,8.000,1,1,4.000,2.700,21.900,,1290,3.200,0.030,2.000,1.100,,,,,,,,,
"LR",1985,79,1985-03-20,9.000,1,1,4.000,2.800,22.700,15,1300,1.900,0.020,1.700,0.800,,,,,,,,,
"LR",1985,92,1985-04-02,0.000,1,1,0.700,7.300,54.000,11,660,17.500,1.000,15.300,-2.300,,,,,,,,,
"LR",1985,92,1985-04-02,0.000,1,2,1.600,5.300,40.200,12,310,11.100,1.000,4.300,0.000,,,,,,,,,
"LR",1985,92,1985-04-02,0.000,2,2,,,,12,,,,,,,,,,,,,,
"LR",1985,92,1985-04-02,1.000,1,1,3.600,4.600,36.900,,640,10.400,0.610,,,,,,,,,,,
"LR",1985,92,1985-04-02,1.000,1,2,3.300,4.800,38.200,,310,9.050,0.820,,,,,,,,,,,
"LR",1985,92,1985-04-02,2.000,1,1,3.800,4.600,37.100,,640,7.700,0.450,5.200,0.200,,,,,,,,,
"LR",1985,92,1985-04-02,2.000,1,2,3.800,4.700,37.900,,310,6.450,0.580,5.500,0.000,,,,,,,,,
"LR",1985,92,1985-04-02,3.000,1,1,3.900,4.600,37.200,,620,4.230,0.260,,,,,,,,,,,
"LR",1985,92,1985-04-02,3.000,1,2,3.800,4.600,37.100,,300,4.710,0.440,,,,,,,,,,,
"LR",1985,92,1985-04-02,4.000,1,1,3.900,4.600,37.200,13,621,3.210,0.190,5.200,0.000,,,,,,,,,
"LR",1985,92,1985-04-02,4.000,1,2,3.900,4.600,37.200,14,300,4.010,0.370,5.600,0.000,,,,,,,,,
"LR",1985,92,1985-04-02,5.000,1,1,3.900,4.500,36.300,,620,2.410,0.150,,,,,,,,,,,
"LR",1985,92,1985-04-02,5.000,1,2,3.900,4.600,37.200,,290,3.150,0.300,,,,,,,,,,,
"LR",1985,92,1985-04-02,6.000,1,1,3.900,4.500,36.300,13,620,1.900,0.120,7.100,0.400,,,,,,,,,
"LR",1985,92,1985-04-02,6.000,1,2,3.900,4.500,36.300,14,280,2.310,0.230,6.300,-0.400,,,,,,,,,
"LR",1985,92,1985-04-02,6.000,2,2,,,,,,,,6.100,-0.300,,,,,,,,,
"LR",1985,92,1985-04-02,7.000,1,1,3.900,4.400,35.500,,640,1.440,0.080,,,,,,,,,,,
"LR",1985,92,1985-04-02,8.000,1,1,3.900,3.400,27.500,,650,1.190,0.070,4.100,0.400,,,,,,,,,
"LR",1985,92,1985-04-02,9.000,1,1,4.000,2.900,23.500,14,650,0.690,0.040,3.000,1.100,,,,,,,,,
"LR",1985,92,1985-04-02,9.000,2,1,,,,,,,,2.900,0.900,,,,,,,,,
"LR",1985,114,1985-04-24,0.000,1,1,11.700,9.000,88.000,12,550,390.000,1.000,4.700,-0.400,,,,,,,,,
"LR",1985,114,1985-04-24,0.000,1,2,13.100,9.400,94.900,11,285,185.000,1.000,3.000,0.200,,,,,,,,,
"LR",1985,114,1985-04-24,0.000,2,2,,,,11,,,,,,,,,,,,,,
"LR",1985,114,1985-04-24,1.000,1,1,11.700,9.000,88.000,,710,207.000,0.410,,,,,,,,,,,
"LR",1985,114,1985-04-24,1.000,1,2,11.700,9.400,91.900,,315,100.000,0.490,,,,,,,,,,,
"LR",1985,114,1985-04-24,2.000,1,1,8.800,8.400,76.800,,770,150.000,0.270,8.900,-0.700,,,,,,,,,
"LR",1985,114,1985-04-24,2.000,1,2,8.100,9.300,83.600,,430,105.000,0.380,5.900,0.100,,,,,,,,,
"LR",1985,114,1985-04-24,3.000,1,1,6.800,7.700,67.000,,800,105.000,0.190,,,,,,,,,,,
"LR",1985,114,1985-04-24,3.000,1,2,7.000,9.300,81.300,,480,77.000,0.250,,,,,,,,,,,
"LR",1985,114,1985-04-24,4.000,1,1,6.100,7.200,61.600,13,780,61.000,0.110,8.700,-0.500,,,,,,,,,
"LR",1985,114,1985-04-24,4.000,1,2,6.400,9.100,78.400,12,503,53.000,0.160,7.300,0.000,,,,,,,,,
"LR",1985,114,1985-04-24,5.000,1,1,5.600,6.800,57.400,,660,29.500,0.060,,,,,,,,,,,
"LR",1985,114,1985-04-24,5.000,1,2,6.000,8.700,74.200,,550,37.000,0.100,,,,,,,,,,,
"LR",1985,114,1985-04-24,6.000,1,1,5.300,6.100,51.100,13,530,14.700,0.040,8.100,0.400,,,,,,,,,
"LR",1985,114,1985-04-24,6.000,1,2,5.900,8.400,71.500,12,605,27.000,0.070,9.000,-0.600,,,,,,,,,
"LR",1985,114,1985-04-24,6.000,2,2,,,,,,,,9.000,-0.700,,,,,,,,,
"LR",1985,114,1985-04-24,7.000,1,1,5.000,5.400,44.900,,425,7.850,0.030,,,,,,,,,,,
"LR",1985,114,1985-04-24,8.000,1,1,5.000,4.900,40.700,,430,5.050,0.020,7.800,-0.200,,,,,,,,,
"LR",1985,114,1985-04-24,9.000,1,1,5.000,4.600,38.200,13,440,3.100,0.010,7.400,0.200,,,,,,,,,
"LR",1985,114,1985-04-24,9.000,2,1,,,,,,,,8.200,-0.300,,,,,,,,,
"LR",1985,128,1985-05-08,0.000,1,1,15.300,9.900,104.800,12,1750,1520.000,1.000,1.600,-0.100,,,,,,,,,
"LR",1985,128,1985-05-08,0.000,1,2,15.100,9.500,100.200,11,1570,1450.000,1.000,1.200,-0.100,,,,,,,,,
"LR",1985,128,1985-05-08,0.000,2,2,,,,11,,,,,,,,,,,,,,
"LR",1985,128,1985-05-08,1.000,1,1,15.000,9.700,102.100,,1750,1100.000,0.720,,,,,,,,,,,
"LR",1985,128,1985-05-08,1.000,1,2,14.800,9.500,99.500,,1550,1100.000,0.770,,,,,,,,,,,
"LR",1985,128,1985-05-08,2.000,1,1,14.700,9.800,102.400,,1750,720.000,0.470,1.600,-0.100,,,,,,,,,
"LR",1985,128,1985-05-08,2.000,1,2,14.700,9.500,99.300,,1550,700.000,0.490,1.400,0.000,,,,,,,,,
"LR",1985,128,1985-05-08,3.000,1,1,13.000,10.500,105.700,,1770,460.000,0.300,,,,,,,,,,,
"LR",1985,128,1985-05-08,3.000,1,2,13.600,10.200,104.100,,1540,430.000,0.300,,,,,,,,,,,
"LR",1985,128,1985-05-08,4.000,1,1,9.300,10.800,99.900,11,1770,295.000,0.190,4.300,0.100,,,,,,,,,
"LR",1985,128,1985-05-08,4.000,1,2,11.500,10.700,104.200,11,1540,285.000,0.200,3.100,-0.300,,,,,,,,,
"LR",1985,128,1985-05-08,5.000,1,1,7.400,10.300,91.000,,1770,170.000,0.110,,,,,,,,,,,
"LR",1985,128,1985-05-08,5.000,1,2,9.000,11.600,106.500,,1570,170.000,0.120,,,,,,,,,,,
"LR",1985,128,1985-05-08,6.000,1,1,6.500,9.200,79.500,12,1770,97.000,0.060,12.000,1.000,,,,,,,,,
"LR",1985,128,1985-05-08,6.000,1,2,8.300,11.100,100.200,12,1580,84.000,0.060,9.300,1.400,,,,,,,,,
"LR",1985,128,1985-05-08,6.000,2,2,,,,,,,,14.000,-1.300,,,,,,,,,
"LR",1985,128,1985-05-08,7.000,1,1,5.900,6.900,58.700,,1770,51.500,0.030,,,,,,,,,,,
"LR",1985,128,1985-05-08,8.000,1,1,5.500,3.000,25.300,,1770,29.200,0.020,12.400,0.500,,,,,,,,,
"LR",1985,128,1985-05-08,9.000,1,1,5.500,2.000,16.800,13,1770,14.800,0.010,11.600,0.500,,,,,,,,,
"LR",1985,128,1985-05-08,9.000,2,1,,,,,,,,11.200,1.400,,,,,,,,,
"LR",1985,142,1985-05-22,0.000,1,1,16.600,8.500,92.500,14,1570,1310.000,1.000,0.900,0.100,,,,,,,,,
"LR",1985,142,1985-05-22,0.000,1,2,16.400,8.700,94.300,11,1360,1180.000,1.000,0.700,0.300,,,,,,,,,
"LR",1985,142,1985-05-22,0.000,2,2,,,,11,,,,,,,,,,,,,,
"LR",1985,142,1985-05-22,1.000,1,1,16.000,8.500,91.400,,1570,980.000,0.750,,,,,,,,,,,
"LR",1985,142,1985-05-22,1.000,1,2,16.300,8.700,94.100,,1390,800.000,0.660,,,,,,,,,,,
"LR",1985,142,1985-05-22,2.000,1,1,15.700,8.800,94.000,,1570,580.000,0.440,0.900,0.200,,,,,,,,,
"LR",1985,142,1985-05-22,2.000,1,2,16.200,8.600,92.800,,1390,470.000,0.390,2.500,-0.800,,,,,,,,,
"LR",1985,142,1985-05-22,3.000,1,1,15.400,8.800,93.400,,1570,340.000,0.260,,,,,,,,,,,
"LR",1985,142,1985-05-22,3.000,1,2,16.000,8.900,95.700,,1390,300.000,0.250,,,,,,,,,,,
"LR",1985,142,1985-05-22,4.000,1,1,13.200,10.300,104.200,12,1580,197.000,0.150,1.700,0.500,,,,,,,,,
"LR",1985,142,1985-05-22,4.000,1,2,15.400,9.600,101.900,11,1390,207.000,0.170,2.400,-0.600,,,,,,,,,
"LR",1985,142,1985-05-22,5.000,1,1,9.400,10.500,97.300,,1580,104.000,0.080,,,,,,,,,,,
"LR",1985,142,1985-05-22,5.000,1,2,12.000,10.800,106.300,,1410,124.000,0.100,,,,,,,,,,,
"LR",1985,142,1985-05-22,6.000,1,1,7.600,9.900,87.900,12,1580,71.000,0.050,4.300,1.000,,,,,,,,,
"LR",1985,142,1985-05-22,6.000,1,2,10.500,6.100,58.000,14,1410,59.500,0.050,9.800,4.500,,,,,,,,,
"LR",1985,142,1985-05-22,6.000,2,2,,,,,,,,12.700,3.900,,,,,,,,,
"LR",1985,142,1985-05-22,7.000,1,1,6.600,5.100,44.200,,1580,41.000,0.030,,,,,,,,,,,
"LR",1985,142,1985-05-22,8.000,1,1,6.100,2.400,20.500,,1580,21.600,0.020,18.400,0.600,,,,,,,,,
"LR",1985,142,1985-05-22,8.000,2,1,,,,,,,,15.900,3.600,,,,,,,,,
"LR",1985,142,1985-05-22,9.000,1,1,6.000,0.300,2.600,15,1570,9.700,0.010,13.400,35.100,,,,,,,,,
"LR",1985,155,1985-06-04,0.000,1,1,16.800,8.800,96.200,13,745,540.000,1.000,1.400,0.200,,,,,,,,,
"LR",1985,155,1985-06-04,0.000,1,2,17.000,8.700,95.500,11,540,210.000,1.000,2.000,0.100,,,,,,,,,
"LR",1985,155,1985-06-04,0.000,2,2,,,,12,,,,,,,,,,,,,,
"LR",1985,155,1985-06-04,1.000,1,1,16.600,8.700,94.700,,2200,1300.000,0.820,,,,,,,,,,,
"LR",1985,155,1985-06-04,1.000,1,2,16.900,8.900,97.500,,560,160.000,0.730,,,,,,,,,,,
"LR",1985,155,1985-06-04,2.000,1,1,16.400,8.500,92.100,,2250,650.000,0.400,1.700,-0.200,,,,,,,,,
"LR",1985,155,1985-06-04,2.000,1,2,16.700,8.800,96.000,,550,140.000,0.650,2.800,0.000,,,,,,,,,
"LR",1985,155,1985-06-04,3.000,1,1,16.200,8.700,93.900,,2225,470.000,0.290,,,,,,,,,,,
"LR",1985,155,1985-06-04,3.000,1,2,16.600,8.800,95.800,,610,84.500,0.360,,,,,,,,,,,
"LR",1985,155,1985-06-04,4.000,1,1,15.800,8.700,93.100,12,2225,310.000,0.190,1.800,0.200,,,,,,,,,
"LR",1985,155,1985-06-04,4.000,1,2,16.400,8.800,95.400,11,475,46.500,0.250,3.100,0.400,,,,,,,,,
"LR",1985,155,1985-06-04,4.000,2,1,,,,,,,,2.100,0.100,,,,,,,,,
"LR",1985,155,1985-06-04,4.000,2,2,,,,,,,,3.300,0.300,,,,,,,,,
"LR",1985,155,1985-06-04,5.000,1,1,11.500,10.200,99.300,,730,170.000,0.320,,,,,,,,,,,
"LR",1985,155,1985-06-04,5.000,1,2,15.700,8.800,94.000,,450,29.300,0.170,,,,,,,,,,,
"LR",1985,155,1985-06-04,6.000,1,1,9.300,10.100,93.400,11,720,34.000,0.070,5.100,-0.300,,,,,,,,,
"LR",1985,155,1985-06-04,6.000,1,2,12.700,9.300,93.000,12,455,16.300,0.090,25.300,-0.800,,,,,,,,,
"LR",1985,155,1985-06-04,7.000,1,1,7.700,6.500,57.800,,830,23.250,0.040,,,,,,,,,,,
"LR",1985,155,1985-06-04,8.000,1,1,6.800,2.000,17.400,,880,14.000,0.020,21.000,2.000,,,,,,,,,
"LR",1985,155,1985-06-04,9.000,1,1,6.500,0.200,1.700,14,2075,14.250,0.010,54.300,-2.400,,,,,,,,,
"LR",1985,168,1985-06-17,0.000,1,1,18.700,8.400,95.500,13,490,265.000,1.000,1.800,-0.100,,,,,,,,,
"LR",1985,168,1985-06-17,0.000,1,2,19.000,8.800,100.700,11,1600,1320.000,1.000,2.000,0.300,,,,,,,,,
"LR",1985,168,1985-06-17,0.000,2,2,,,,13,,,,,,,,,,,,,,
"LR",1985,168,1985-06-17,1.000,1,1,18.600,8.300,94.200,,495,159.000,0.590,,,,,,,,,,,
"LR",1985,168,1985-06-17,1.000,1,2,18.900,8.600,98.200,,1555,810.000,0.630,,,,,,,,,,,
"LR",1985,168,1985-06-17,2.000,1,1,18.400,8.200,92.700,,480,94.800,0.370,1.300,0.400,,,,,,,,,
"LR",1985,168,1985-06-17,2.000,1,2,18.900,8.500,97.000,,1560,525.000,0.410,2.100,-0.100,,,,,,,,,
"LR",1985,168,1985-06-17,3.000,1,1,18.200,8.400,94.500,,440,72.000,0.300,,,,,,,,,,,
"LR",1985,168,1985-06-17,3.000,1,2,18.700,8.500,96.600,,1590,310.000,0.240,,,,,,,,,,,
"LR",1985,168,1985-06-17,4.000,1,1,17.800,8.300,92.600,13,425,45.600,0.200,2.100,0.000,,,,,,,,,
"LR",1985,168,1985-06-17,4.000,1,2,18.500,8.500,96.200,11,1590,207.000,0.160,2.600,0.600,,,,,,,,,
"LR",1985,168,1985-06-17,5.000,1,1,14.100,9.700,100.100,,410,30.000,0.140,,,,,,,,,,,
"LR",1985,168,1985-06-17,5.000,1,2,17.800,8.000,89.300,,1575,122.000,0.090,,,,,,,,,,,
"LR",1985,168,1985-06-17,6.000,1,1,10.600,9.900,94.400,11,410,18.900,0.090,5.200,1.300,,,,,,,,,
"LR",1985,168,1985-06-17,6.000,1,2,14.800,9.100,95.300,13,1580,67.000,0.050,23.500,0.900,,,,,,,,,
"LR",1985,168,1985-06-17,6.000,2,1,,,,,,,,3.300,0.500,,,,,,,,,
"LR",1985,168,1985-06-17,6.000,2,2,,,,,,,,21.100,0.800,,,,,,,,,
"LR",1985,168,1985-06-17,7.000,1,1,8.700,7.100,64.700,,405,10.900,0.050,,,,,,,,,,,
"LR",1985,168,1985-06-17,8.000,1,1,7.500,2.600,23.000,,420,5.100,0.020,47.700,-5.200,,,,,,,,,
"LR",1985,168,1985-06-17,9.000,1,1,7.100,0.200,1.800,14,455,1.680,0.010,85.200,5.900,,,,,,,,,
"LR",1985,183,1985-07-02,0.000,1,1,23.100,7.700,95.500,13,1930,1280.000,1.000,0.900,0.200,,,,,,,,,
"LR",1985,183,1985-07-02,0.000,1,2,23.300,7.800,97.100,11,1600,910.000,1.000,1.700,0.500,,,,,,,,,
"LR",1985,183,1985-07-02,0.000,2,2,,,,11,,,,,,,,,,,,,,
"LR",1985,183,1985-07-02,1.000,1,1,23.100,7.700,95.500,,1900,920.000,0.730,,,,,,,,,,,
"LR",1985,183,1985-07-02,1.000,1,2,23.300,7.800,97.100,,1600,620.000,0.680,,,,,,,,,,,
"LR",1985,183,1985-07-02,2.000,1,1,23.000,7.600,94.000,,1890,590.000,0.470,1.700,0.400,,,,,,,,,
"LR",1985,183,1985-07-02,2.000,1,2,23.100,7.600,94.200,,1650,460.000,0.490,2.200,1.000,,,,,,,,,
"LR",1985,183,1985-07-02,2.000,2,2,,,,,,,,1.700,1.100,,,,,,,,,
"LR",1985,183,1985-07-02,3.000,1,1,21.100,8.400,100.200,,1860,460.000,0.370,,,,,,,,,,,
"LR",1985,183,1985-07-02,3.000,1,2,21.800,8.400,101.600,,1600,295.000,0.320,,,,,,,,,,,
"LR",1985,183,1985-07-02,4.000,1,1,19.700,8.500,98.600,12,1860,225.000,0.180,2.900,0.200,,,,,,,,,
"LR",1985,183,1985-07-02,4.000,1,2,20.400,8.400,98.800,11,1650,179.000,0.190,1.300,3.100,,,,,,,,,
"LR",1985,183,1985-07-02,5.000,1,1,16.900,9.400,103.000,,1890,187.000,0.150,,,,,,,,,,,
"LR",1985,183,1985-07-02,5.000,1,2,19.500,8.000,92.400,,1575,142.000,0.160,,,,,,,,,,,
"LR",1985,183,1985-07-02,6.000,1,1,12.200,10.000,98.900,11,1930,96.000,0.070,4.600,2.900,,,,,,,,,
"LR",1985,183,1985-07-02,6.000,1,2,18.100,6.500,73.000,12,1560,72.800,0.080,17.200,3.100,,,,,,,,,
"LR",1985,183,1985-07-02,7.000,1,1,10.000,7.900,74.300,,1940,61.600,0.050,,,,,,,,,,,
"LR",1985,183,1985-07-02,8.000,1,1,8.500,4.100,37.200,,1920,29.400,0.020,49.700,1.900,,,,,,,,,
"LR",1985,183,1985-07-02,9.000,1,1,7.700,0.200,1.800,16,1920,10.500,0.010,57.600,10.600,,,,,,,,,
"LR",1985,197,1985-07-16,0.000,1,1,22.900,7.600,93.900,13,1950,1690.000,1.000,0.900,0.400,,,,,,,,,
"LR",1985,197,1985-07-16,0.000,1,2,22.800,7.100,87.500,11,1560,1200.000,1.000,1.600,0.100,,,,,,,,,
"LR",1985,197,1985-07-16,1.000,1,1,22.700,7.500,92.300,,2050,1150.000,0.650,,,,,,,,,,,
"LR",1985,197,1985-07-16,1.000,1,2,22.900,7.100,87.700,,1560,820.000,0.680,,,,,,,,,,,
"LR",1985,197,1985-07-16,2.000,1,1,22.500,7.600,93.100,,2050,750.000,0.420,1.200,0.400,,,,,,,,,
"LR",1985,197,1985-07-16,2.000,1,2,22.800,7.000,86.300,,1560,455.000,0.380,2.200,-0.300,,,,,,,,,
"LR",1985,197,1985-07-16,3.000,1,1,22.400,7.400,90.500,,2050,530.000,0.300,,,,,,,,,,,
"LR",1985,197,1985-07-16,3.000,1,2,22.700,7.000,86.100,,1570,330.000,0.270,,,,,,,,,,,
"LR",1985,197,1985-07-16,4.000,1,1,22.000,7.400,89.800,13,2050,350.000,0.200,2.100,0.000,,,,,,,,,
"LR",1985,197,1985-07-16,4.000,1,2,22.600,7.000,85.900,11,1590,208.000,0.170,1.800,0.400,,,,,,,,,
"LR",1985,197,1985-07-16,5.000,1,1,19.700,9.300,107.900,,2060,235.000,0.130,,,,,,,,,,,
"LR",1985,197,1985-07-16,5.000,1,2,21.900,6.800,82.400,,1575,134.000,0.110,,,,,,,,,,,
"LR",1985,197,1985-07-16,6.000,1,1,14.500,10.600,110.300,11,2050,154.000,0.090,7.400,1.700,,,,,,,,,
"LR",1985,197,1985-07-16,6.000,1,2,19.400,3.200,36.900,14,1590,69.900,0.060,13.800,1.400,,,,,,,,,
"LR",1985,197,1985-07-16,6.000,2,1,,,,11,,,,,,,,,,,,,,
"LR",1985,197,1985-07-16,6.000,2,2,,,,,,,,16.800,-0.200,,,,,,,,,
"LR",1985,197,1985-07-16,7.000,1,1,11.200,7.800,75.400,,700,27.500,0.050,,,,,,,,,,,
"LR",1985,197,1985-07-16,8.000,1,1,9.300,2.000,18.500,,2060,40.200,0.020,24.400,-0.400,,,,,,,,,
"LR",1985,197,1985-07-16,9.000,1,1,8.200,0.600,5.400,18,1990,10.700,0.010,62.700,15.100,,,,,,,,,
"LR",1985,211,1985-07-30,0.000,1,1,22.500,7.500,91.900,13,1490,1040.000,1.000,1.400,0.100,,,,,,,,,
"LR",1985,211,1985-07-30,0.000,1,2,22.600,7.200,88.400,11,1480,1110.000,1.000,1.800,0.100,,,,,,,,,
"LR",1985,211,1985-07-30,0.000,2,1,,,,13,,,,,,,,,,,,,,
"LR",1985,211,1985-07-30,1.000,1,1,22.500,7.400,90.700,,1600,721.000,0.650,,,,,,,,,,,
"LR",1985,211,1985-07-30,1.000,1,2,22.600,7.200,88.400,,1520,630.000,0.550,,,,,,,,,,,
"LR",1985,211,1985-07-30,2.000,1,1,22.300,7.400,90.300,,1610,512.000,0.460,2.000,-0.300,,,,,,,,,
"LR",1985,211,1985-07-30,2.000,1,2,22.600,7.200,88.400,,1470,385.000,0.350,2.100,0.100,,,,,,,,,
"LR",1985,211,1985-07-30,3.000,1,1,22.300,7.400,90.300,,1740,352.000,0.290,,,,,,,,,,,
"LR",1985,211,1985-07-30,3.000,1,2,22.500,7.100,87.000,,1460,275.000,0.250,,,,,,,,,,,
"LR",1985,211,1985-07-30,4.000,1,1,22.200,7.300,88.900,13,1760,289.000,0.240,1.600,0.200,,,,,,,,,
"LR",1985,211,1985-07-30,4.000,1,2,22.500,7.100,87.000,11,1350,186.000,0.180,1.800,0.100,,,,,,,,,
"LR",1985,211,1985-07-30,4.000,2,2,,,,,,,,2.000,0.000,,,,,,,,,
"LR",1985,211,1985-07-30,5.000,1,1,21.500,7.400,88.900,,1610,166.000,0.150,,,,,,,,,,,
"LR",1985,211,1985-07-30,5.000,1,2,22.300,7.100,86.700,,1240,126.000,0.140,,,,,,,,,,,
"LR",1985,211,1985-07-30,6.000,1,1,17.000,10.300,113.100,12,1590,99.000,0.090,5.600,0.000,,,,,,,,,
"LR",1985,211,1985-07-30,6.000,1,2,21.900,4.900,59.400,13,1510,79.900,0.070,8.500,0.500,,,,,,,,,
"LR",1985,211,1985-07-30,7.000,1,1,12.000,5.500,54.200,,1570,46.700,0.040,,,,,,,,,,,
"LR",1985,211,1985-07-30,8.000,1,1,10.300,2.000,18.900,,1690,28.300,0.020,12.900,3.500,,,,,,,,,
"LR",1985,211,1985-07-30,9.000,1,1,8.500,0.200,1.800,21,1840,6.400,0.000,138.100,12.600,,,,,,,,,
"LR",1985,225,1985-08-13,0.000,1,1,21.000,7.300,86.900,13,1400,1100.000,1.000,1.600,1.300,,,,,,,,,
"LR",1985,225,1985-08-13,0.000,1,2,21.300,7.400,88.600,11,1700,1490.000,1.000,3.300,0.200,,,,,,,,,
"LR",1985,225,1985-08-13,0.000,2,2,,,,11,,,,,,,,,,,,,,
"LR",1985,225,1985-08-13,1.000,1,1,21.000,7.300,86.900,,1410,900.000,0.810,,,,,,,,,,,
"LR",1985,225,1985-08-13,1.000,1,2,21.200,7.300,87.200,,1650,875.000,0.610,,,,,,,,,,,
"LR",1985,225,1985-08-13,2.000,1,1,20.900,7.200,85.500,,1420,410.000,0.370,3.000,0.400,,,,,,,,,
"LR",1985,225,1985-08-13,2.000,1,2,21.300,7.300,87.400,,1650,550.000,0.380,2.900,0.400,,,,,,,,,
"LR",1985,225,1985-08-13,3.000,1,1,20.900,7.100,84.300,,1410,275.000,0.250,,,,,,,,,,,
"LR",1985,225,1985-08-13,3.000,1,2,21.200,7.300,87.200,,1660,370.000,0.250,,,,,,,,,,,
"LR",1985,225,1985-08-13,4.000,1,1,20.800,7.100,84.200,13,1410,195.000,0.180,3.500,1.000,,,,,,,,,
"LR",1985,225,1985-08-13,4.000,1,2,21.000,7.300,86.900,11,1690,260.000,0.180,3.700,0.700,,,,,,,,,
"LR",1985,225,1985-08-13,5.000,1,1,20.800,7.000,83.000,,1410,150.000,0.140,,,,,,,,,,,
"LR",1985,225,1985-08-13,5.000,1,2,20.900,7.200,85.500,,1660,165.000,0.110,,,,,,,,,,,
"LR",1985,225,1985-08-13,6.000,1,1,20.200,7.300,85.500,13,1410,97.000,0.090,2.900,2.100,,,,,,,,,
"LR",1985,225,1985-08-13,6.000,1,2,20.800,7.200,85.400,11,1700,115.000,0.080,4.200,0.200,,,,,,,,,
"LR",1985,225,1985-08-13,7.000,1,1,13.600,6.000,61.200,,1410,57.000,0.050,,,,,,,,,,,
"LR",1985,225,1985-08-13,8.000,1,1,10.700,0.700,6.700,,1410,18.000,0.020,19.800,4.400,,,,,,,,,
"LR",1985,225,1985-08-13,9.000,1,1,9.100,0.100,0.900,20,1410,4.400,0.000,103.300,41.100,,,,,,,,,
"LR",1985,225,1985-08-13,9.000,2,1,,,,,,,,85.200,31.900,,,,,,,,,
"LR",1985,239,1985-08-27,0.000,1,1,19.000,7.800,89.200,14,570,361.000,1.000,1.800,0.600,,,,,,,,,
"LR",1985,239,1985-08-27,0.000,1,2,19.300,8.100,93.200,11,569,396.000,1.000,2.400,-0.200,,,,,,,,,
"LR",1985,239,1985-08-27,0.000,2,2,,,,11,,,,,,,,,,,,,,
"LR",1985,239,1985-08-27,1.000,1,1,19.000,7.900,90.400,,559,171.000,0.480,,,,,,,,,,,
"LR",1985,239,1985-08-27,1.000,1,2,19.100,8.100,92.800,,621,181.000,0.420,,,,,,,,,,,
"LR",1985,239,1985-08-27,2.000,1,1,18.800,7.900,90.000,,572,113.000,0.310,3.100,-0.200,,,,,,,,,
"LR",1985,239,1985-08-27,2.000,1,2,19.100,8.100,92.800,,619,125.000,0.290,2.200,0.100,,,,,,,,,
"LR",1985,239,1985-08-27,3.000,1,1,18.700,7.900,89.800,,623,91.800,0.230,,,,,,,,,,,
"LR",1985,239,1985-08-27,3.000,1,2,18.700,8.000,90.900,,603,92.000,0.220,,,,,,,,,,,
"LR",1985,239,1985-08-27,4.000,1,1,18.500,7.800,88.300,13,580,63.900,0.170,3.900,-0.300,,,,,,,,,
"LR",1985,239,1985-08-27,4.000,1,2,18.500,8.000,90.600,11,605,64.900,0.150,2.800,0.600,,,,,,,,,
"LR",1985,239,1985-08-27,5.000,1,1,18.300,7.700,86.800,,538,38.200,0.110,,,,,,,,,,,
"LR",1985,239,1985-08-27,5.000,1,2,18.300,7.900,89.100,,622,48.300,0.110,,,,,,,,,,,
"LR",1985,239,1985-08-27,6.000,1,1,18.100,7.500,84.200,13,500,24.600,0.080,6.900,-0.300,,,,,,,,,
"LR",1985,239,1985-08-27,6.000,1,2,18.200,7.600,85.500,11,622,33.000,0.080,5.900,-0.600,,,,,,,,,
"LR",1985,239,1985-08-27,7.000,1,1,16.000,4.800,51.600,,489,15.400,0.050,,,,,,,,,,,
"LR",1985,239,1985-08-27,8.000,1,1,11.200,1.100,10.600,,1600,29.000,0.030,30.900,2.400,,,,,,,,,
"LR",1985,239,1985-08-27,9.000,1,1,9.200,0.200,1.800,22,,,,122.800,27.300,,,,,,,,,
"LR",1985,239,1985-08-27,9.000,2,1,,,,,,,,129.800,29.200,,,,,,,,,
"LR",1985,259,1985-09-16,0.000,1,1,16.700,7.700,84.000,13,1005,570.000,1.000,1.800,0.600,,,,,,,,,
"LR",1985,259,1985-09-16,0.000,1,2,17.000,8.300,91.100,11,932,400.000,1.000,2.600,0.000,,,,,,,,,
"LR",1985,259,1985-09-16,0.000,2,2,,,,11,,,,,,,,,,,,,,
"LR",1985,259,1985-09-16,1.000,1,1,16.700,7.700,84.000,,1009,326.000,0.570,,,,,,,,,,,
"LR",1985,259,1985-09-16,1.000,1,2,16.900,8.300,90.900,,999,248.000,0.580,,,,,,,,,,,
"LR",1985,259,1985-09-16,2.000,1,1,16.700,7.700,84.000,,1005,203.000,0.360,2.500,0.600,,,,,,,,,
"LR",1985,259,1985-09-16,2.000,1,2,16.800,8.200,89.600,,1001,185.000,0.430,2.000,0.000,,,,,,,,,
"LR",1985,259,1985-09-16,3.000,1,1,16.700,7.700,84.000,,780,126.000,0.280,,,,,,,,,,,
"LR",1985,259,1985-09-16,3.000,1,2,16.700,8.200,89.400,,1036,167.000,0.380,,,,,,,,,,,
"LR",1985,259,1985-09-16,4.000,1,1,16.700,7.600,82.900,13,862,92.000,0.190,3.400,-0.400,,,,,,,,,
