lakeid,year4,daynum,sampledate,sta,depth,rep,etrode,ph,phair,alk,flagph,flagphair,flagalk
"LR",1989,186,1989-07-05,2,0.000,1,"B",6.190,6.150,15,,,
"LR",1989,186,1989-07-05,1,0.000,2,"B",4.760,,-14,,,
"LR",1989,186,1989-07-05,1,2.000,1,"B",4.780,4.840,-16,,,
"LR",1989,186,1989-07-05,1,4.000,1,"B",4.850,4.950,-14,,,
"LR",1989,186,1989-07-05,2,4.000,1,"B",6.190,6.170,16,,,
"LR",1989,186,1989-07-05,1,6.000,1,"B",5.170,5.210,-2,,,
"LR",1989,186,1989-07-05,2,6.000,1,"B",5.750,6.490,35,,,
"LR",1989,186,1989-07-05,1,8.000,1,"B",5.200,6.190,15,,,
"LR",1989,186,1989-07-05,1,9.000,1,"B",5.170,6.470,33,,,
"LR",1989,191,1989-07-10,1,0.000,1,"B",4.780,,,,,
"LR",1989,194,1989-07-13,1,0.000,1,"B",4.750,,,,,
"LR",1989,198,1989-07-17,1,0.000,1,"B",4.800,4.880,-13,,,
"LR",1989,198,1989-07-17,2,0.000,1,"B",6.030,6.210,18,,,
"LR",1989,198,1989-07-17,1,2.000,1,"B",4.770,4.850,-16,,,
"LR",1989,198,1989-07-17,1,4.000,1,"B",4.770,4.770,-7,,,
"LR",1989,198,1989-07-17,2,4.000,1,"B",5.900,6.140,17,,,
"LR",1989,198,1989-07-17,1,6.000,1,"B",5.260,5.670,5,,,
"LR",1989,198,1989-07-17,2,6.000,1,"B",5.660,6.560,55,,,
"LR",1989,198,1989-07-17,2,6.000,2,"B",5.660,,57,,,
"LR",1989,198,1989-07-17,1,8.000,1,"B",5.210,6.280,23,,,
"LR",1989,198,1989-07-17,1,9.000,1,"B",5.630,6.890,87,,,
"LR",1989,201,1989-07-20,1,0.000,1,"B",4.810,,,,,
"LR",1989,205,1989-07-24,1,0.000,1,"B",4.830,,,,,
"LR",1989,208,1989-07-27,1,0.000,1,"B",4.740,,,,,
"LR",1989,212,1989-07-31,1,0.000,1,"B",4.810,4.870,-14,,,
"LR",1989,212,1989-07-31,2,0.000,1,"B",5.890,6.280,18,,,
"LR",1989,212,1989-07-31,2,0.000,2,"B",5.960,,15,,,
"LR",1989,212,1989-07-31,1,2.000,1,"B",4.930,4.960,-15,,,
"LR",1989,212,1989-07-31,1,4.000,1,"B",4.780,4.980,-20,,,
"LR",1989,212,1989-07-31,2,4.000,1,"B",5.860,6.300,18,,,
"LR",1989,212,1989-07-31,1,6.000,1,"B",5.390,6.460,25,,,
"LR",1989,212,1989-07-31,2,6.000,1,"B",5.870,6.180,16,,,
"LR",1989,212,1989-07-31,1,8.000,1,"B",5.110,6.430,23,,,
"LR",1989,212,1989-07-31,1,9.000,1,"B",5.740,6.960,197,,,
"LR",1989,215,1989-08-03,1,0.000,1,"B",4.750,,,,,
"LR",1989,219,1989-08-07,1,0.000,1,"B",4.810,,,,,
"LR",1989,222,1989-08-10,1,0.000,1,"B",4.860,,,,,
"LR",1989,226,1989-08-14,1,0.000,1,"B",4.780,4.780,-16,,,
"LR",1989,226,1989-08-14,2,0.000,1,"B",5.970,6.110,17,,,
"LR",1989,226,1989-08-14,1,2.000,1,"B",4.780,4.790,-19,,,
"LR",1989,226,1989-08-14,1,4.000,1,"B",4.720,4.780,-17,,,
"LR",1989,226,1989-08-14,2,4.000,1,"B",5.970,6.210,17,,,
"LR",1989,226,1989-08-14,1,6.000,1,"B",4.860,4.900,-9,,,
"LR",1989,226,1989-08-14,2,6.000,1,"B",5.790,6.130,17,,,
"LR",1989,226,1989-08-14,1,6.000,2,"B",4.920,,,,,
"LR",1989,226,1989-08-14,1,8.000,1,"B",5.160,6.490,33,,,
"LR",1989,226,1989-08-14,1,9.000,1,"B",5.720,7.280,306,,,
"LR",1989,229,1989-08-17,1,0.000,1,"B",4.730,,,,,
"LR",1989,233,1989-08-21,1,0.000,1,"B",4.730,,,,,
"LR",1989,235,1989-08-23,1,0.000,1,"B",4.700,,,,,
"LR",1989,240,1989-08-28,1,0.000,1,"B",4.690,4.720,-20,,,
"LR",1989,240,1989-08-28,2,0.000,1,"B",6.190,6.260,18,,,
"LR",1989,240,1989-08-28,2,0.000,2,"B",6.120,,18,,,
"LR",1989,240,1989-08-28,1,2.000,1,"B",4.670,4.700,-19,,,
"LR",1989,240,1989-08-28,1,4.000,1,"B",4.680,4.700,-19,,,
"LR",1989,240,1989-08-28,2,4.000,1,"B",6.070,6.410,17,,,
"LR",1989,240,1989-08-28,1,6.000,1,"B",4.810,4.940,-13,,,
"LR",1989,240,1989-08-28,2,6.000,1,"B",5.670,6.770,38,,,
"LR",1989,240,1989-08-28,1,8.000,1,"B",5.200,6.660,44,,,
"LR",1989,240,1989-08-28,1,9.000,1,"B",6.010,7.510,499,,,
"LR",1989,242,1989-08-30,1,0.000,1,"B",4.670,,,,,
"LR",1989,248,1989-09-05,1,0.000,1,"B",4.730,,,,,
"LR",1989,250,1989-09-07,1,0.000,1,"B",4.710,,,,,
"LR",1989,253,1989-09-10,1,0.000,1,"B",4.720,4.760,-16,,,
"LR",1989,253,1989-09-10,2,0.000,1,"B",6.150,6.300,16,,,
"LR",1989,253,1989-09-10,1,2.000,1,"B",4.720,4.740,-16,,,
"LR",1989,253,1989-09-10,1,4.000,1,"B",4.720,4.760,-15,,,
"LR",1989,253,1989-09-10,2,4.000,1,"B",6.110,6.250,23,,,
"LR",1989,253,1989-09-10,1,6.000,1,"B",4.800,4.740,-21,,,
"LR",1989,253,1989-09-10,2,6.000,1,"B",6.080,6.290,21,,,
"LR",1989,253,1989-09-10,1,8.000,1,"B",5.070,6.200,45,,,
"LR",1989,253,1989-09-10,1,8.000,2,"B",5.070,,16,,,
"LR",1989,253,1989-09-10,1,9.000,1,"B",6.030,7.230,649,,,
"LR",1989,257,1989-09-14,1,0.000,1,"B",4.750,,,,,
"LR",1989,261,1989-09-18,1,0.000,1,"B",4.790,,,,,
"LR",1989,265,1989-09-22,1,0.000,1,"B",4.730,,,,,
"LR",1989,268,1989-09-25,1,0.000,1,"B",4.760,4.730,-18,,,
"LR",1989,268,1989-09-25,2,0.000,1,"B",6.050,6.330,18,,,
"LR",1989,268,1989-09-25,1,2.000,1,"B",4.710,4.840,-19,,,
"LR",1989,268,1989-09-25,1,4.000,1,"B",4.720,4.820,-17,,,
"LR",1989,268,1989-09-25,2,4.000,1,"B",6.010,6.220,18,,,
"LR",1989,268,1989-09-25,1,6.000,1,"B",4.690,4.790,-17,,,
"LR",1989,268,1989-09-25,2,6.000,1,"B",5.970,6.240,20,,,
"LR",1989,268,1989-09-25,1,8.000,1,"B",4.720,4.780,-18,,,
"LR",1989,268,1989-09-25,1,8.000,2,"B",4.750,,-17,,,
"LR",1989,268,1989-09-25,1,9.000,1,"B",4.740,4.830,-16,,,
"LR",1989,271,1989-09-28,1,0.000,1,"B",4.730,,,,,
"LR",1989,276,1989-10-03,1,0.000,1,"B",4.720,,,,,
"LR",1989,284,1989-10-11,1,0.000,1,"B",4.700,4.750,-18,,,
"LR",1989,284,1989-10-11,2,0.000,1,"B",6.030,6.250,14,,,
"LR",1989,284,1989-10-11,1,2.000,1,"B",4.740,4.750,-21,,,
"LR",1989,284,1989-10-11,1,4.000,1,"B",4.720,4.750,-22,,,
"LR",1989,284,1989-10-11,2,4.000,1,"B",5.990,6.150,15,,,
"LR",1989,284,1989-10-11,1,6.000,1,"B",4.720,4.740,-20,,,
"LR",1989,284,1989-10-11,2,6.000,1,"B",6.010,6.160,14,,,
"LR",1989,284,1989-10-11,2,6.000,2,"B",6.010,,16,,,
"LR",1989,284,1989-10-11,1,8.000,1,"B",4.720,4.750,-20,,,
"LR",1989,284,1989-10-11,1,9.000,1,"B",4.720,4.740,-21,,,
"LR",1989,291,1989-10-18,1,0.000,1,"B",4.760,,,,,
"LR",1989,296,1989-10-23,1,0.000,1,"B",4.800,4.720,-19,,,
"LR",1989,296,1989-10-23,2,0.000,1,"B",6.090,6.270,5,,,
"LR",1989,296,1989-10-23,1,2.000,1,"B",4.770,4.830,-23,,,
"LR",1989,296,1989-10-23,1,4.000,1,"B",4.790,4.750,-21,,,
"LR",1989,296,1989-10-23,2,4.000,1,"B",6.070,6.220,12,,,
"LR",1989,296,1989-10-23,1,6.000,1,"B",4.770,4.790,-20,,,
"LR",1989,296,1989-10-23,2,6.000,1,"B",6.070,6.310,14,,,
"LR",1989,296,1989-10-23,2,6.000,2,"B",6.070,,11,,,
"LR",1989,296,1989-10-23,1,8.000,1,"B",4.780,4.770,-20,,,
"LR",1989,296,1989-10-23,1,9.000,1,"B",4.860,4.760,-19,,,
"LR",1989,298,1989-10-25,1,0.000,1,"B",4.760,,,,,
"LR",1989,312,1989-11-08,1,0.000,1,"B",4.790,4.820,-19,,,
"LR",1989,312,1989-11-08,2,0.000,1,"B",5.980,6.200,15,,,
"LR",1989,312,1989-11-08,1,2.000,1,"B",4.750,4.840,-22,,,
"LR",1989,312,1989-11-08,1,4.000,1,"B",4.750,4.850,-17,,,
"LR",1989,312,1989-11-08,2,4.000,1,"B",6.000,6.180,14,,,
"LR",1989,312,1989-11-08,2,4.000,2,"B",6.020,,18,,,
"LR",1989,312,1989-11-08,1,6.000,1,"B",4.910,4.820,-16,,,
"LR",1989,312,1989-11-08,2,6.000,1,"B",6.000,6.130,11,,,
"LR",1989,312,1989-11-08,1,8.000,1,"B",4.820,4.780,-17,,,
"LR",1989,312,1989-11-08,1,9.000,1,"B",4.800,4.800,-20,,,
"LR",1989,339,1989-12-05,1,0.000,1,"B",4.740,4.830,-17,,,
"LR",1989,339,1989-12-05,2,0.000,1,"B",6.620,6.320,20,,,
"LR",1989,339,1989-12-05,1,2.000,1,"B",4.720,4.910,-17,,,
"LR",1989,339,1989-12-05,1,4.000,1,"B",4.850,5.080,-12,,,
"LR",1989,339,1989-12-05,2,4.000,1,"B",5.730,6.380,18,,,
"LR",1989,339,1989-12-05,1,6.000,1,"B",4.970,5.140,-8,,,
"LR",1989,339,1989-12-05,2,6.000,1,"B",5.700,6.430,18,,,
"LR",1989,339,1989-12-05,1,8.000,1,"B",5.170,6.080,7,,,
"LR",1989,339,1989-12-05,1,8.000,2,"B",5.150,,8,,,
"LR",1989,339,1989-12-05,1,9.000,1,"B",5.240,6.230,12,,,
"LR",1990,22,1990-01-22,1,0.000,1,"B",4.810,4.980,-11,,,
"LR",1990,22,1990-01-22,2,0.000,1,"B",5.660,6.380,21,,,
"LR",1990,22,1990-01-22,1,2.000,1,"B",5.120,5.610,2,,,
"LR",1990,22,1990-01-22,1,4.000,1,"B",5.190,5.920,4,,,
"LR",1990,22,1990-01-22,2,4.000,1,"B",5.520,6.530,25,,,
"LR",1990,22,1990-01-22,2,4.000,2,"N",,,28,,,
"LR",1990,22,1990-01-22,1,6.000,1,"B",5.250,6.010,8,,,
"LR",1990,22,1990-01-22,2,6.000,1,"B",5.540,6.560,28,,,
"LR",1990,22,1990-01-22,1,7.000,1,"B",5.230,6.150,9,,,
"LR",1990,57,1990-02-26,1,0.000,1,"B",5.010,5.260,-9,,,
"LR",1990,57,1990-02-26,2,0.000,1,"B",5.690,6.590,12,,,
"LR",1990,57,1990-02-26,1,2.000,1,"B",5.120,5.540,4,,,
"LR",1990,57,1990-02-26,1,4.000,1,"B",5.090,5.940,5,,,
"LR",1990,57,1990-02-26,2,4.000,1,"B",5.600,6.710,34,,,
"LR",1990,57,1990-02-26,1,4.000,2,"B",5.120,,1,,,
"LR",1990,57,1990-02-26,1,6.000,1,"B",5.180,5.950,10,,,
"LR",1990,57,1990-02-26,2,6.000,1,"B",6.280,7.310,215,,,
"LR",1990,57,1990-02-26,1,8.000,1,"B",5.340,6.440,27,,,
"LR",1990,57,1990-02-26,1,9.000,1,"B",5.370,6.280,32,,,
"LR",1990,85,1990-03-26,1,0.000,1,"B",5.110,5.810,11,,,
"LR",1990,85,1990-03-26,2,0.000,1,"B",5.520,6.530,35,,,
"LR",1990,85,1990-03-26,1,2.000,1,"B",5.110,5.620,-2,,,
"LR",1990,85,1990-03-26,1,4.000,1,"B",5.090,5.640,3,,,
"LR",1990,85,1990-03-26,2,4.000,1,"B",5.540,6.520,36,,,
"LR",1990,85,1990-03-26,2,4.000,2,"B",5.530,,36,,,
"LR",1990,85,1990-03-26,1,6.000,1,"B",5.110,5.770,4,,,
"LR",1990,85,1990-03-26,2,6.000,1,"B",5.630,6.710,52,,,
"LR",1990,85,1990-03-26,1,8.000,1,"B",5.290,6.340,21,,,
"LR",1990,85,1990-03-26,1,9.000,1,"B",6.190,7.040,267,,,
"LR",1990,106,1990-04-16,1,0.000,1,"B",5.120,5.080,-6,,,
"LR",1990,106,1990-04-16,2,0.000,1,"B",5.760,6.270,24,,,
"LR",1990,106,1990-04-16,1,0.000,2,"B",5.080,,-9,,,
"LR",1990,106,1990-04-16,1,2.000,1,"B",5.050,5.200,-9,,,
"LR",1990,106,1990-04-16,1,4.000,1,"B",5.070,5.180,-8,,,
"LR",1990,106,1990-04-16,2,4.000,1,"B",5.780,6.270,22,,,
"LR",1990,106,1990-04-16,1,6.000,1,"B",5.070,5.230,-6,,,
"LR",1990,106,1990-04-16,2,6.000,1,"B",5.780,6.290,23,,,
"LR",1990,106,1990-04-16,1,8.000,1,"B",5.040,5.200,-7,,,
"LR",1990,106,1990-04-16,1,9.000,1,"B",5.000,5.180,-1,,,
"LR",1990,109,1990-04-19,1,0.000,1,"B",5.010,,,,,
"LR",1990,113,1990-04-23,1,0.000,1,"B",5.070,,,,,
"LR",1990,116,1990-04-26,1,0.000,1,"B",5.050,,,,,
"LR",1990,119,1990-04-29,1,0.000,1,"B",5.100,,,,,
"LR",1990,124,1990-05-04,1,0.000,1,"B",4.850,,,,,
"LR",1990,127,1990-05-07,1,0.000,1,"B",4.840,4.900,-19,,,
"LR",1990,127,1990-05-07,2,0.000,1,"B",6.400,6.450,17,,,
"LR",1990,127,1990-05-07,1,2.000,1,"B",4.820,4.890,-17,,,
"LR",1990,127,1990-05-07,1,4.000,1,"B",4.980,5.100,-11,,,
"LR",1990,127,1990-05-07,2,4.000,1,"B",6.270,6.420,16,,,
"LR",1990,127,1990-05-07,1,6.000,1,"B",5.070,4.990,-12,,,
"LR",1990,127,1990-05-07,2,6.000,1,"B",6.270,6.360,17,,,
"LR",1990,127,1990-05-07,2,6.000,2,"N",,,20,,,
"LR",1990,127,1990-05-07,1,8.000,1,"B",5.050,5.300,-6,,,
"LR",1990,127,1990-05-07,1,9.000,1,"B",5.020,5.590,-1,,,
"LR",1990,130,1990-05-10,1,0.000,1,"B",4.810,,,,,
"LR",1990,135,1990-05-15,1,0.000,1,"B",4.780,,,,,
"LR",1990,137,1990-05-17,1,0.000,1,"B",4.730,,,,,
"LR",1990,141,1990-05-21,1,0.000,1,"B",4.820,4.830,-21,,,
"LR",1990,141,1990-05-21,2,0.000,1,"B",6.180,6.140,18,,,
"LR",1990,141,1990-05-21,1,2.000,1,"B",4.730,4.780,-25,,,
"LR",1990,141,1990-05-21,1,4.000,1,"B",4.850,4.800,-21,,,
"LR",1990,141,1990-05-21,2,4.000,1,"B",6.140,6.050,16,,,
"LR",1990,141,1990-05-21,2,4.000,2,"B",6.070,,16,,,
"LR",1990,141,1990-05-21,1,6.000,1,"B",4.780,4.800,-19,,,
"LR",1990,141,1990-05-21,2,6.000,1,"B",6.030,6.160,14,,,
"LR",1990,141,1990-05-21,1,8.000,1,"B",4.960,5.160,-8,,,
"LR",1990,141,1990-05-21,1,9.000,1,"B",5.030,5.470,0,,,
"LR",1990,144,1990-05-24,1,0.000,1,"B",4.590,,,,,
"LR",1990,149,1990-05-29,1,0.000,1,"B",4.630,,,,,
"LR",1990,155,1990-06-04,1,0.000,1,"B",4.740,4.720,-22,,,
"LR",1990,155,1990-06-04,2,0.000,1,"B",6.100,6.300,,,,
"LR",1990,155,1990-06-04,1,2.000,1,"B",4.730,4.730,-22,,,
"LR",1990,155,1990-06-04,1,4.000,1,"B",4.720,4.730,-21,,,
"LR",1990,155,1990-06-04,2,4.000,1,"B",5.980,6.300,12,,,
"LR",1990,155,1990-06-04,2,4.000,2,"B",5.850,,14,,,
"LR",1990,155,1990-06-04,1,6.000,1,"B",4.840,4.890,-15,,,
"LR",1990,155,1990-06-04,2,6.000,1,"B",5.650,6.390,15,,,
"LR",1990,155,1990-06-04,1,8.000,1,"B",5.000,5.300,-1,,,
"LR",1990,155,1990-06-04,1,9.000,1,"B",4.950,5.640,1,,,
"LR",1990,159,1990-06-08,1,0.000,1,"B",4.640,,,,,
"LR",1990,162,1990-06-11,1,0.000,1,"B",4.660,,,,,
"LR",1990,165,1990-06-14,1,0.000,1,"B",4.680,,,,,
"LR",1990,169,1990-06-18,1,0.000,1,"B",4.720,4.720,-21,,,
"LR",1990,169,1990-06-18,2,0.000,1,"B",6.000,6.020,15,,,
"LR",1990,169,1990-06-18,1,2.000,1,"B",4.690,4.720,-21,,,
"LR",1990,169,1990-06-18,1,4.000,1,"B",4.700,4.740,-12,,,
"LR",1990,169,1990-06-18,2,4.000,1,"B",5.930,6.110,14,,,
"LR",1990,169,1990-06-18,1,6.000,1,"B",4.850,4.910,-11,,,
"LR",1990,169,1990-06-18,2,6.000,1,"B",5.720,6.770,58,,,
"LR",1990,169,1990-06-18,1,8.000,1,"B",5.020,5.550,2,,,
"LR",1990,169,1990-06-18,1,9.000,1,"B",5.060,5.810,9,,,
"LR",1990,169,1990-06-18,1,9.000,2,"B",5.050,,9,,,
"LR",1990,172,1990-06-21,1,0.000,1,"B",4.680,,,,,
"LR",1990,176,1990-06-25,1,0.000,1,"B",4.700,,,,,
"LR",1990,179,1990-06-28,1,0.000,1,"B",4.700,,,,,
"LR",1990,183,1990-07-02,1,0.000,1,"B",4.730,4.810,-23,,,
"LR",1990,183,1990-07-02,2,0.000,1,"B",6.010,6.160,44,,,
"LR",1990,183,1990-07-02,1,2.000,1,"B",4.750,4.840,-24,,,
"LR",1990,183,1990-07-02,1,4.000,1,"B",4.730,4.840,-17,,,
"LR",1990,183,1990-07-02,2,4.000,1,"B",6.120,6.140,16,,,
"LR",1990,183,1990-07-02,2,4.000,2,"B",6.120,,15,,,
"LR",1990,183,1990-07-02,1,6.000,1,"B",4.690,5.220,-9,,,
"LR",1990,183,1990-07-02,2,6.000,1,"B",5.540,6.440,37,,,
"LR",1990,183,1990-07-02,1,8.000,1,"B",5.010,5.860,3,,,
"LR",1990,183,1990-07-02,1,9.000,1,"B",5.200,6.260,19,,,
"LR",1990,185,1990-07-04,1,0.000,1,"B",4.700,,,,,
"LR",1990,189,1990-07-08,1,0.000,1,"B",4.700,,,,,
"LR",1990,192,1990-07-11,1,0.000,1,"B",4.720,,,,,
"LR",1990,197,1990-07-16,1,0.000,1,"B",4.820,,-18,,,
"LR",1990,197,1990-07-16,2,0.000,1,"B",6.090,,15,,,
"LR",1990,197,1990-07-16,1,2.000,1,"B",4.750,,-19,,,
"LR",1990,197,1990-07-16,1,4.000,1,"B",4.700,,-17,,,
"LR",1990,197,1990-07-16,2,4.000,1,"B",5.980,,12,,,
"LR",1990,197,1990-07-16,1,6.000,1,"B",5.220,,9,,,
"LR",1990,197,1990-07-16,2,6.000,1,"B",5.580,,31,,,
"LR",1990,197,1990-07-16,1,8.000,1,"B",4.880,,3,,,
"LR",1990,197,1990-07-16,1,9.000,1,"B",5.850,,391,,,
"LR",1990,197,1990-07-16,1,9.000,2,"B",5.830,,394,,,
"LR",1990,203,1990-07-22,1,0.000,1,"B",4.750,,,,,
"LR",1990,206,1990-07-25,1,0.000,1,"B",4.760,,,,,
"LR",1990,211,1990-07-30,1,0.000,1,"B",4.980,4.980,-15,,,
"LR",1990,211,1990-07-30,2,0.000,1,"B",6.040,6.130,20,,,
"LR",1990,211,1990-07-30,1,2.000,1,"B",4.960,4.960,-19,,,
"LR",1990,211,1990-07-30,1,4.000,1,"B",4.900,4.900,-18,,,
"LR",1990,211,1990-07-30,2,4.000,1,"B",6.020,6.190,12,,,
"LR",1990,211,1990-07-30,1,4.000,2,"B",4.830,,-19,,,
"LR",1990,211,1990-07-30,1,6.000,1,"B",5.690,5.690,5,,,
"LR",1990,211,1990-07-30,2,6.000,1,"B",5.910,6.150,15,,,
"LR",1990,211,1990-07-30,1,8.000,1,"B",6.590,6.590,38,,,
"LR",1990,211,1990-07-30,1,9.000,1,"B",6.630,6.630,523,,,
"LR",1990,217,1990-08-05,1,0.000,1,"B",4.705,,,,,
"LR",1990,220,1990-08-08,1,0.000,1,"B",4.720,,,,,
"LR",1990,225,1990-08-13,1,0.000,1,"B",4.990,4.990,-17,,,
"LR",1990,225,1990-08-13,2,0.000,1,"B",6.010,6.100,13,,,
"LR",1990,225,1990-08-13,1,2.000,1,"B",4.840,4.940,-16,,,
"LR",1990,225,1990-08-13,1,4.000,1,"B",4.810,4.920,-19,,,
"LR",1990,225,1990-08-13,2,4.000,1,"B",5.940,6.050,15,,,
"LR",1990,225,1990-08-13,2,4.000,2,"B",5.890,,,,,
"LR",1990,225,1990-08-13,1,6.000,1,"B",4.810,4.960,-17,,,
"LR",1990,225,1990-08-13,2,6.000,1,"B",5.890,6.090,13,,,
"LR",1990,225,1990-08-13,1,8.000,1,"B",5.220,6.730,43,,,
"LR",1990,225,1990-08-13,1,9.000,1,"B",6.160,7.050,849,,,
"LR",1990,232,1990-08-20,1,0.000,1,"B",4.830,,,,,
"LR",1990,236,1990-08-24,1,0.000,1,"B",4.820,,,,,
"LR",1990,239,1990-08-27,1,0.000,1,"B",4.790,4.890,-27,,,
"LR",1990,239,1990-08-27,2,0.000,1,"B",5.940,6.150,13,,,
"LR",1990,239,1990-08-27,1,2.000,1,"B",4.780,4.910,-22,,,
"LR",1990,239,1990-08-27,1,4.000,1,"B",4.750,4.940,-21,,,
"LR",1990,239,1990-08-27,2,4.000,1,"B",5.930,6.190,16,,,
"LR",1990,239,1990-08-27,1,6.000,1,"B",4.780,4.880,-19,,,
"LR",1990,239,1990-08-27,2,6.000,1,"B",5.610,6.570,31,,,
"LR",1990,239,1990-08-27,2,6.000,2,"B",5.600,,30,,,
"LR",1990,239,1990-08-27,1,8.000,1,"B",5.310,6.710,55,,,
"LR",1990,239,1990-08-27,1,9.000,1,"B",6.150,7.460,882,,,
"LR",1990,242,1990-08-30,1,0.000,1,"B",4.780,,,,,
"LR",1990,247,1990-09-04,1,0.000,1,"B",4.805,,,,,
"LR",1990,249,1990-09-06,1,0.000,1,"B",4.890,,,,,
"LR",1990,253,1990-09-10,1,0.000,1,"B",4.890,5.070,-12,,,
"LR",1990,253,1990-09-10,2,0.000,1,"B",5.970,6.130,16,,,
"LR",1990,253,1990-09-10,1,2.000,1,"B",4.890,5.010,-13,,,
"LR",1990,253,1990-09-10,1,4.000,1,"B",4.880,4.990,-13,,,
"LR",1990,253,1990-09-10,2,4.000,1,"B",5.920,6.170,15,,,
"LR",1990,253,1990-09-10,1,6.000,1,"B",4.860,4.980,-13,,,
"LR",1990,253,1990-09-10,2,6.000,1,"B",5.870,6.190,13,,,
"LR",1990,253,1990-09-10,1,8.000,1,"B",5.190,6.330,30,,,
"LR",1990,253,1990-09-10,1,9.000,1,"B",6.170,7.070,1141,,,
"LR",1990,253,1990-09-10,1,9.000,2,"B",6.130,,1070,,,
"LR",1990,257,1990-09-14,1,0.000,1,"B",4.910,,,,,
"LR",1990,260,1990-09-17,1,0.000,1,"B",4.955,,,,,
"LR",1990,263,1990-09-20,1,0.000,1,"B",4.970,,,,,
"LR",1990,267,1990-09-24,1,0.000,1,"B",5.040,5.290,-13,,,
"LR",1990,267,1990-09-24,2,0.000,1,"B",6.000,6.140,15,,,
"LR",1990,267,1990-09-24,1,2.000,1,"B",5.030,5.170,-10,,,
"LR",1990,267,1990-09-24,1,4.000,1,"B",4.980,5.240,-10,,,
"LR",1990,267,1990-09-24,2,4.000,1,"B",6.020,6.140,21,,,
"LR",1990,267,1990-09-24,1,6.000,1,"B",4.990,5.340,-11,,,
"LR",1990,267,1990-09-24,2,6.000,1,"B",5.940,6.180,14,,,
"LR",1990,267,1990-09-24,1,8.000,1,"B",5.000,5.100,-9,,,
"LR",1990,267,1990-09-24,1,8.000,2,"B",4.990,,-11,,,
"LR",1990,267,1990-09-24,1,9.000,1,"B",4.990,5.090,-10,,,
"LR",1990,271,1990-09-28,1,0.000,1,"B",4.810,,,,,
"LR",1990,274,1990-10-01,1,0.000,1,"B",4.895,,,,,
"LR",1990,277,1990-10-04,1,0.000,1,"B",4.880,,,,,
"LR",1990,281,1990-10-08,1,0.000,1,"B",4.930,4.910,-20,,,
"LR",1990,281,1990-10-08,2,0.000,1,"B",6.430,6.070,18,,,
"LR",1990,281,1990-10-08,1,2.000,1,"B",4.910,4.960,-16,,,
"LR",1990,281,1990-10-08,1,4.000,1,"B",4.890,4.880,-13,,,
"LR",1990,281,1990-10-08,2,4.000,1,"B",5.930,6.090,17,,,
"LR",1990,281,1990-10-08,1,6.000,1,"B",4.660,4.980,-15,,,
"LR",1990,281,1990-10-08,2,6.000,1,"B",5.860,6.090,17,,,
"LR",1990,281,1990-10-08,1,8.000,1,"B",4.830,4.870,-14,,,
"LR",1990,281,1990-10-08,1,9.000,1,"B",4.800,4.930,-17,,,
"LR",1990,281,1990-10-08,1,9.000,2,"B",4.810,,-15,,,
"LR",1990,284,1990-10-11,1,0.000,1,"B",4.865,,,,,
"LR",1990,289,1990-10-16,1,0.000,1,"B",4.915,,,,,
"LR",1990,295,1990-10-22,1,0.000,1,"B",4.960,4.950,-15,,,
"LR",1990,295,1990-10-22,2,0.000,1,"B",5.920,6.110,14,,,
"LR",1990,295,1990-10-22,1,2.000,1,"B",4.930,4.990,-12,,,
"LR",1990,295,1990-10-22,1,4.000,1,"B",4.920,5.170,-16,,,
"LR",1990,295,1990-10-22,2,4.000,1,"B",5.960,6.110,13,,,
"LR",1990,295,1990-10-22,1,6.000,1,"B",4.920,5.120,-16,,,
"LR",1990,295,1990-10-22,2,6.000,1,"B",5.970,6.110,13,,,
"LR",1990,295,1990-10-22,2,6.000,2,"B",5.960,,13,,,
"LR",1990,295,1990-10-22,1,8.000,1,"B",4.910,4.930,-16,,,
"LR",1990,295,1990-10-22,1,9.000,1,"B",4.930,5.190,-14,,,
"LR",1990,302,1990-10-29,1,0.000,1,"B",4.885,,,,,
"LR",1990,311,1990-11-07,1,0.000,1,"B",4.920,4.940,-18,,,
"LR",1990,311,1990-11-07,2,0.000,1,"B",6.000,6.040,14,,,
"LR",1990,311,1990-11-07,1,2.000,1,"B",4.910,4.930,-18,,,
"LR",1990,311,1990-11-07,1,4.000,1,"B",4.910,4.880,-16,,,
"LR",1990,311,1990-11-07,2,4.000,1,"B",6.050,6.050,15,,,
"LR",1990,311,1990-11-07,1,4.000,2,"B",4.880,,-17,,,
"LR",1990,311,1990-11-07,1,6.000,1,"B",4.880,4.910,-16,,,
"LR",1990,311,1990-11-07,2,6.000,1,"B",5.980,5.980,14,,,
"LR",1990,311,1990-11-07,1,8.000,1,"B",4.880,4.860,-19,,,
"LR",1990,311,1990-11-07,1,9.000,1,"B",4.870,4.910,-18,,,
"LR",1990,354,1990-12-20,1,0.000,1,"B",4.740,4.850,-20,,,
"LR",1990,354,1990-12-20,2,0.000,1,"B",5.980,5.860,17,,,
"LR",1990,354,1990-12-20,1,2.000,1,"B",4.840,4.850,-14,,,
"LR",1990,354,1990-12-20,1,4.000,1,"B",4.860,5.010,-13,,,
"LR",1990,354,1990-12-20,2,4.000,1,"B",5.630,5.990,23,,,
"LR",1990,354,1990-12-20,2,4.000,2,"B",5.580,,27,,,
"LR",1990,354,1990-12-20,1,6.000,1,"B",4.880,4.920,-13,,,
"LR",1990,354,1990-12-20,2,6.000,1,"B",5.590,6.130,28,,,
